word_class,english,article,german,past_tense,perfect_tense,plural
verb,to love,,lieben,liebte,hat geliebt,
verb,to sleep,,schlafen,schlief,hat geschlafen,
verb,to buy,,kaufen,kaufte,hat gekauft,
verb,to love,,lieben,liebte,hat geliebt,
verb,to live,,leben,lebte,hat gelebt,
verb,to drink,,trinken,trank,hat getrunken,
verb,to speak,,sprechen,sprach,hat gesprochen,
verb,to sleep,,schlafen,schlief,hat geschlafen,
verb,to drink,,trinken,trank,hat getrunken,
verb,to work,,arbeiten,arbeitete,hat gearbeitet,
verb,to love,,lieben,liebte,hat geliebt,
verb,to run,,laufen,lief,ist gelaufen,
verb,to sleep,,schlafen,schlief,hat geschlafen,
verb,to read,,lesen,las,hat gelesen,
verb,to love,,lieben,liebte,hat geliebt,
verb,to live,,leben,lebte,hat gelebt,
verb,to sleep,,schlafen,schlief,hat geschlafen,
verb,to drink,,trinken,trank,hat getrunken,
verb,to live,,leben,lebte,hat gelebt,
verb,to read,,lesen,las,hat gelesen,
verb,to read,,lesen,las,hat gelesen,
verb,to work,,arbeiten,arbeitete,hat gearbeitet,
verb,to drink,,trinken,trank,hat getrunken,
verb,to sleep,,schlafen,schlief,hat geschlafen,
verb,to sleep,,schlafen,schlief,hat geschlafen,
verb,to write,,schreiben,schrieb,hat geschrieben,
verb,to work,,arbeiten,arbeitete,hat gearbeitet,
verb,to run,,laufen,lief,ist gelaufen,
verb,to live,,leben,lebte,hat gelebt,
verb,to run,,laufen,lief,ist gelaufen,
verb,to live,,leben,lebte,hat gelebt,
verb,to run,,laufen,lief,ist gelaufen,
verb,to sleep,,schlafen,schlief,hat geschlafen,
verb,to run,,laufen,lief,ist gelaufen,
verb,to live,,leben,lebte,hat gelebt,
verb,to write,,schreiben,schrieb,hat geschrieben,
verb,to read,,lesen,las,hat gelesen,
verb,to sleep,,schlafen,schlief,hat geschlafen,
verb,to run,,laufen,lief,ist gelaufen,
verb,to write,,schreiben,schrieb,hat geschrieben,
verb,to love,,lieben,liebte,hat geliebt,
verb,to run,,laufen,lief,ist gelaufen,
verb,to read,,lesen,las,hat gelesen,
verb,to work,,arbeiten,arbeitete,hat gearbeitet,
verb,to write,,schreiben,schrieb,hat geschrieben,
verb,to work,,arbeiten,arbeitete,hat gearbeitet,
verb,to read,,lesen,las,hat gelesen,
verb,to love,,lieben,liebte,hat geliebt,
adjective,bad,,schlecht,,,
adjective,happy,,glücklich,,,
adjective,weak,,schwach,,,
adjective,sad,,traurig,,,
adjective,good,,gut,,,
adjective,good,,gut,,,
adjective,new,,neu,,,
adjective,happy,,glücklich,,,
adjective,strong,,stark,,,
adjective,weak,,schwach,,,
adjective,slow,,langsam,,,
adjective,good,,gut,,,
adjective,good,,gut,,,
adjective,old,,alt,,,
adjective,fast,,schnell,,,
adjective,strong,,stark,,,
adjective,fast,,schnell,,,
adjective,slow,,langsam,,,
adjective,old,,alt,,,
adjective,sad,,traurig,,,
adjective,good,,gut,,,
adjective,new,,neu,,,
adjective,fast,,schnell,,,
adjective,fast,,schnell,,,
adjective,old,,alt,,,
adjective,new,,neu,,,
adjective,sad,,traurig,,,
adjective,sad,,traurig,,,
adjective,bad,,schlecht,,,
adjective,slow,,langsam,,,
adjective,sad,,traurig,,,
adjective,good,,gut,,,
adjective,weak,,schwach,,,
adjective,slow,,langsam,,,
adjective,happy,,glücklich,,,
adjective,fast,,schnell,,,
adjective,bad,,schlecht,,,
adjective,good,,gut,,,
adjective,old,,alt,,,
adjective,good,,gut,,,
adjective,strong,,stark,,,
adjective,bad,,schlecht,,,
adjective,bad,,schlecht,,,
adjective,old,,alt,,,
adjective,sad,,traurig,,,
adjective,weak,,schwach,,,
adjective,old,,alt,,,
adjective,bad,,schlecht,,,
adjective,weak,,schwach,,,
adjective,bad,,schlecht,,,
adjective,fast,,schnell,,,
adjective,slow,,langsam,,,
adjective,weak,,schwach,,,
adjective,fast,,schnell,,,
adjective,bad,,schlecht,,,
adjective,good,,gut,,,
adjective,good,,gut,,,
adjective,good,,gut,,,
adjective,strong,,stark,,,
adjective,bad,,schlecht,,,
adjective,old,,alt,,,
adjective,slow,,langsam,,,
adjective,sad,,traurig,,,
adjective,strong,,stark,,,
adjective,weak,,schwach,,,
adjective,good,,gut,,,
adjective,happy,,glücklich,,,
adjective,sad,,traurig,,,
adjective,good,,gut,,,
adjective,old,,alt,,,
adjective,weak,,schwach,,,
adjective,sad,,traurig,,,
adjective,sad,,traurig,,,
adjective,bad,,schlecht,,,
adjective,weak,,schwach,,,
adjective,strong,,stark,,,
adjective,slow,,langsam,,,
adjective,slow,,langsam,,,
adjective,good,,gut,,,
adjective,happy,,glücklich,,,
adjective,slow,,langsam,,,
adjective,new,,neu,,,
adjective,good,,gut,,,
adjective,new,,neu,,,
adjective,slow,,langsam,,,
adjective,weak,,schwach,,,
adjective,good,,gut,,,
adjective,sad,,traurig,,,
adjective,good,,gut,,,
adjective,slow,,langsam,,,
adjective,old,,alt,,,
adjective,good,,gut,,,
adjective,new,,neu,,,
adjective,weak,,schwach,,,
adjective,weak,,schwach,,,
adjective,old,,alt,,,
adjective,new,,neu,,,
adjective,strong,,stark,,,
adjective,weak,,schwach,,,
adjective,happy,,glücklich,,,
adjective,sad,,traurig,,,
adjective,fast,,schnell,,,
adjective,slow,,langsam,,,
adjective,slow,,langsam,,,
adjective,fast,,schnell,,,
adjective,bad,,schlecht,,,
adjective,old,,alt,,,
adjective,fast,,schnell,,,
adjective,old,,alt,,,
adjective,bad,,schlecht,,,
adjective,slow,,langsam,,,
adjective,sad,,traurig,,,
adjective,good,,gut,,,
adjective,sad,,traurig,,,
adjective,happy,,glücklich,,,
adjective,old,,alt,,,
adjective,fast,,schnell,,,
adjective,weak,,schwach,,,
adjective,fast,,schnell,,,
adjective,slow,,langsam,,,
adjective,new,,neu,,,
adjective,bad,,schlecht,,,
adjective,old,,alt,,,
adjective,weak,,schwach,,,
adjective,good,,gut,,,
adjective,strong,,stark,,,
adjective,old,,alt,,,
adjective,fast,,schnell,,,
adjective,old,,alt,,,
adjective,good,,gut,,,
adjective,happy,,glücklich,,,
adjective,strong,,stark,,,
adjective,bad,,schlecht,,,
adjective,old,,alt,,,
adjective,fast,,schnell,,,
adjective,sad,,traurig,,,
adjective,strong,,stark,,,
adjective,weak,,schwach,,,
adjective,weak,,schwach,,,
adjective,strong,,stark,,,
adjective,weak,,schwach,,,
adjective,weak,,schwach,,,
adjective,new,,neu,,,
adjective,new,,neu,,,
adjective,sad,,traurig,,,
adjective,fast,,schnell,,,
adjective,happy,,glücklich,,,
adjective,strong,,stark,,,
adjective,happy,,glücklich,,,
adjective,good,,gut,,,
adjective,new,,neu,,,
adjective,slow,,langsam,,,
adjective,slow,,langsam,,,
adjective,happy,,glücklich,,,
adjective,bad,,schlecht,,,
adjective,good,,gut,,,
adjective,bad,,schlecht,,,
adjective,sad,,traurig,,,
adjective,weak,,schwach,,,
adjective,good,,gut,,,
adjective,good,,gut,,,
adjective,bad,,schlecht,,,
adjective,weak,,schwach,,,
adjective,slow,,langsam,,,
adjective,fast,,schnell,,,
adjective,new,,neu,,,
adjective,weak,,schwach,,,
adjective,slow,,langsam,,,
adjective,happy,,glücklich,,,
adjective,weak,,schwach,,,
adjective,good,,gut,,,
adjective,strong,,stark,,,
adjective,old,,alt,,,
adjective,bad,,schlecht,,,
adjective,happy,,glücklich,,,
adjective,bad,,schlecht,,,
adjective,strong,,stark,,,
adjective,weak,,schwach,,,
adjective,slow,,langsam,,,
adjective,happy,,glücklich,,,
adjective,sad,,traurig,,,
adjective,good,,gut,,,
adjective,slow,,langsam,,,
adjective,slow,,langsam,,,
adjective,new,,neu,,,
adjective,new,,neu,,,
adjective,new,,neu,,,
adjective,good,,gut,,,
adjective,strong,,stark,,,
adjective,good,,gut,,,
adjective,good,,gut,,,
adjective,good,,gut,,,
adjective,new,,neu,,,
adjective,weak,,schwach,,,
adjective,fast,,schnell,,,
adjective,good,,gut,,,
adjective,new,,neu,,,
adjective,new,,neu,,,
adjective,fast,,schnell,,,
adjective,old,,alt,,,
adjective,good,,gut,,,
adjective,happy,,glücklich,,,
adjective,strong,,stark,,,
adjective,old,,alt,,,
adjective,old,,alt,,,
adjective,sad,,traurig,,,
adjective,new,,neu,,,
adjective,bad,,schlecht,,,
adjective,sad,,traurig,,,
adjective,new,,neu,,,
adjective,bad,,schlecht,,,
adjective,happy,,glücklich,,,
adjective,happy,,glücklich,,,
adjective,strong,,stark,,,
adjective,slow,,langsam,,,
adjective,sad,,traurig,,,
adjective,old,,alt,,,
adjective,old,,alt,,,
adjective,strong,,stark,,,
adjective,weak,,schwach,,,
adjective,bad,,schlecht,,,
adjective,good,,gut,,,
adjective,strong,,stark,,,
adjective,slow,,langsam,,,
adjective,new,,neu,,,
adjective,bad,,schlecht,,,
adjective,slow,,langsam,,,
adjective,new,,neu,,,
adjective,good,,gut,,,
adjective,strong,,stark,,,
adjective,weak,,schwach,,,
adjective,sad,,traurig,,,
adjective,good,,gut,,,
adjective,slow,,langsam,,,
adjective,bad,,schlecht,,,
adjective,new,,neu,,,
adjective,fast,,schnell,,,
adjective,new,,neu,,,
adjective,old,,alt,,,
adjective,strong,,stark,,,
adjective,sad,,traurig,,,
adjective,new,,neu,,,
adjective,new,,neu,,,
adjective,bad,,schlecht,,,
adjective,sad,,traurig,,,
adjective,weak,,schwach,,,
adjective,weak,,schwach,,,
adjective,good,,gut,,,
adjective,good,,gut,,,
adjective,strong,,stark,,,
adjective,old,,alt,,,
adjective,happy,,glücklich,,,
adjective,strong,,stark,,,
adjective,sad,,traurig,,,
adjective,sad,,traurig,,,
adjective,new,,neu,,,
adjective,weak,,schwach,,,
adjective,bad,,schlecht,,,
adjective,slow,,langsam,,,
adjective,sad,,traurig,,,
adjective,good,,gut,,,
adjective,sad,,traurig,,,
adjective,slow,,langsam,,,
adjective,bad,,schlecht,,,
adjective,slow,,langsam,,,
adjective,new,,neu,,,
adjective,good,,gut,,,
adjective,happy,,glücklich,,,
adjective,sad,,traurig,,,
adjective,good,,gut,,,
adjective,new,,neu,,,
adjective,slow,,langsam,,,
adjective,new,,neu,,,
adjective,good,,gut,,,
adjective,slow,,langsam,,,
adjective,new,,neu,,,
adjective,bad,,schlecht,,,
adjective,new,,neu,,,
adjective,good,,gut,,,
adjective,new,,neu,,,
adjective,new,,neu,,,
adjective,old,,alt,,,
adjective,fast,,schnell,,,
adjective,sad,,traurig,,,
adjective,good,,gut,,,
adjective,fast,,schnell,,,
adjective,good,,gut,,,
adjective,slow,,langsam,,,
adjective,old,,alt,,,
adjective,happy,,glücklich,,,
adjective,happy,,glücklich,,,
adjective,strong,,stark,,,
adjective,sad,,traurig,,,
adjective,new,,neu,,,
adjective,new,,neu,,,
adjective,good,,gut,,,
adjective,bad,,schlecht,,,
adjective,slow,,langsam,,,
adjective,weak,,schwach,,,
adjective,strong,,stark,,,
